"COMMERCE, DEPARTMENT OF","Commerce",,
"LEGISLATURE - CRIMINAL PENALTIES, JOINT REVIEW COMMITTEE ON","Crime",,
"NATURAL RESOURCES, DEPARTMENT OF - ENVIRONMENTAL PROTECTION","Environmental",,
"CHILDREN AND FAMILIES, DEPARTMENT OF","Family and Children Issues",,
"INCOME TAX - CREDIT","Budget, Spending, and Taxes",,
"TRANSPORTATION, DEPARTMENT OF - VEHICLES","Transportation",,
"COURT - PROCEDURE","Judiciary",,
"FRANCHISE - TAXATION","Budget, Spending, and Taxes","Business and Consumers",
"DATA PROCESSING","Other",,
"POLICE","Public Services",,
"INDUSTRIAL DEVELOPMENT","Commerce",,
"HOLIDAYS AND SPECIAL DATES","Resolutions",,
"INSURANCE - HEALTH","Health","Insurance",
"REVENUE, DEPARTMENT OF","Budget, Spending, and Taxes",,
"TRANSPORTATION, DEPARTMENT OF - ROADS","Transportation","State Agencies",
"AGRICULTURE, TRADE AND CONSUMER PROTECTION, DEPARTMENT OF","Agriculture and Food",,
"FEDERAL AID","Federal, State, and Local Relations",,
"CRIME AND CRIMINALS","Crime",,
"ORGANIZATION, MISCELLANEOUS","Other",,
"REPORTS","Other",,
"PUBLIC INSTRUCTION, DEPARTMENT OF","State Agencies",,
"EMPLOYMENT","Labor and Employment",,
"LEGISLATURE - TAX EXEMPTIONS, JOINT SURVEY COMMITTEE ON","Legislative Affairs","Budget, Spending, and Taxes",
"SCHOOL","Education",,
"STATE AGENCIES","State Agencies",,
"MEDICAL SERVICE","Health",,
"HEALTH SERVICES, DEPARTMENT OF - SUPPORTIVE LIVING AND TREATMENT","Health",,
"ENERGY CONSERVATION","Energy",,
"HEALTH SERVICES, DEPARTMENT OF - HEALTH","Health",,
"DAY CARE","Family and Children Issues",,
"LEGISLATURE - FINANCE, JOINT COMMITTEE ON","Legislative Affairs","Commerce",
"CORRECTIONS, DEPARTMENT OF","Crime","State Agencies",
"ADMINISTRATION, DEPARTMENT OF - AGENCY AND GENERAL FUNCTIONS","State Agencies",,
"CRIME AND CRIMINALS - FELONY","Crime",,
"WORKFORCE DEVELOPMENT, DEPARTMENT OF","Labor and Employment",,
"INDIANS AND TRIBAL ISSUES","Indigenous Peoples",,
"MOTOR VEHICLE - DRIVER'S LICENSE","Transportation",,
"CORPORATION - TAXATION","Budget, Spending, and Taxes",,
"CONTRACTS","Business and Consumers",,
"SEX CRIMES","Crime",,
"BUSINESS","Business and Consumers",,
"MEDICAL ASSISTANCE","Health",,
"DRUGS","Drugs",,
"SENTENCES AND PENALTIES","Crime",,
"PUBLIC SERVICE COMMISSION","State Agencies","Public Services",
"PAROCHIAL AND PRIVATE EDUCATIONAL INSTITUTIONS","Education",,
"MOTOR VEHICLE - REGULATION","Transportation",,
"HOUSING","Housing and Property",,
"COUNTY - HUMAN SERVICES","Public Services","Municipal and County Issues",
"CHILDREN - PROTECTION AND SERVICES","Family and Children Issues",,
"SCHOOL - BOARD","Education",,
"PERSONS WITH DISABILITIES","Health",,
"PROPERTY TAX","Housing and Property","Budget, Spending, and Taxes",
"FORFEITURE","Legal Issues",,
"BUILDING COMMISSION, STATE","State Agencies",,
"MILWAUKEE COUNTY","Municipal and County Issues",,
"MILWAUKEE - CITY","Municipal and County Issues",,
"CHILDREN","Family and Children Issues",,
"COLLECTIVE BARGAINING","Labor and Employment",,
"NURSING HOMES AND ADULT CARE","Health",,
"MUNICIPALITY","Municipal and County Issues",,
"MOTOR VEHICLE - TAXATION OR REGISTRATION","Transportation",,
"FAMILY","Family and Children Issues",,
"TRADES AND OCCUPATIONS","Labor and Employment",,
"PUBLIC EMPLOYEE","Public Services","Labor and Employment",
"MILWAUKEE - SCHOOL","Education","Municipal and County Issues",
"DAMAGE (PERSONAL INJURY)","Legal Issues",,
"CIRCUIT COURT","Judiciary",,
"JUSTICE, DEPARTMENT OF","State Agencies","Judiciary",
"ENVIRONMENTAL PROTECTION","Environmental",,
"CONSTITUTIONAL AMENDMENTS - FIRST CONSIDERATION","Legislative Affairs","Government Reform",
"SCHOOL - BRANCHES OF INSTRUCTION","Education",,
"PRIVACY","Legal Issues",,
"LEGISLATURE - PROCEDURE","Legislative Affairs",,
"DRUNKEN DRIVING","Crime","Transportation",
"UNIVERSITY OF WISCONSIN - REGENTS","Education",,
"PHYSICIAN","Health",,
"MUNICIPALITY - ORDINANCE","Municipal and County Issues",,
"GOVERNMENT ACCOUNTABILITY BOARD","Government Reform",,
"FIREARMS AND DANGEROUS WEAPONS","Guns",,
"DEBT, PUBLIC","Budget, Spending, and Taxes",,
"COURT","Judiciary",,
"BUILDING","Other",,
"YOUTH","Family and Children Issues",,
"TECHNICAL COLLEGE","Education",,
"REGULATION AND LICENSING, DEPARTMENT OF","State Agencies",,
"PUBLIC ASSISTANCE","Public Services",,
"PRISON","Crime",,
"JUVENILE COURT","Family and Children Issues","Crime",
"HOSPITALS","Health",,
"CHILDREN - ABUSE AND NEGLECT","Family and Children Issues","Crime",
"ALCOHOL BEVERAGE - REGULATION","Legal Issues",,
"VETERANS AFFAIRS, DEPARTMENT OF","Military","State Agencies",
"TELECOMMUNICATIONS","Technology and Communication",,
"GOVERNOR","Executive Branch",,
"ROAD - CONSTRUCTION AND REPAIR","Transportation",,
"ROAD","Transportation",,
"PAROLE OR PROBATION","Crime",,
"DISEASE","Health",,
"APPROPRIATION","Budget, Spending, and Taxes",,
"ADMINISTRATIVE RULES","Other",,
"STATUTES - REVISION","Legislative Affairs",,
"COUNTY - FINANCE","Municipal and County Issues",,
"SUNSET","Legislative Affairs",,
"MUNICIPALITY - FINANCE","Municipal and County Issues",,
"INSURANCE - COMMISSIONER, OFFICE OF","Insurance",,
"FORESTRY","Environmental",,
"CORPORATION","Business and Consumers",,
"AIR POLLUTION","Environmental",,
"WOMEN","Sexual Orientation and Gender Issues",,
"LANDLORD AND TENANT","Housing and Property",,
"INCOME TAX","Budget, Spending, and Taxes",,
"ELECTRIC UTILITY","Public Services",,
"ADMINISTRATION, DEPARTMENT OF - BUDGET AND FISCAL ISSUES","State Agencies","Budget, Spending, and Taxes",
"SCHOLARSHIPS AND LOANS","Education",,
"SALES","Commerce",,
"MENTAL HEALTH - HOSPITALS AND INSTITUTES","Health",,
"LEGISLATURE - MEMBER","Legislative Affairs",,
"DISCRIMINATION IN EMPLOYMENT","Labor and Employment","Legal Issues",
"WISCONSIN WORKS","Welfare and Poverty",,
"TELEPHONE","Technology and Communication",,
"RECREATION","Recreation",,
"MORTGAGE","Housing and Property",,
"MATERNAL AND INFANT CARE","Family and Children Issues","Reproductive Issues",
"FIRE DEPARTMENT","Public Services",,
"WATERWAYS AND WATER POWER","Public Services",,
"STATE SUPERINTENDENT OF PUBLIC INSTRUCTION","Education",,
"SCHOOL - STATE AID","Education",,
"SCHOOL - FINANCE","Education",,
"NATURAL RESOURCES, DEPARTMENT OF - HUNTING AND FISHING","Environmental","Agriculture and Food",
"ELECTIONS - CAMPAIGN EXPENSE","Campaign Finance and Election Issues",,
"COOPERATIVE ASSOCIATIONS","Commerce",,
"UNIVERSITY OF WISCONSIN","Education",,
"SENIOR CITIZEN","Senior Issues",,
"INCOME TAX - DEDUCTION","Budget, Spending, and Taxes",,
"TRADE PRACTICE","Trade",,
"TELEVISION","Technology and Communication",,
"PUBLIC SAFETY","Public Services",,
"PUBLIC EMPLOYEE - GROUP INSURANCE","Labor and Employment","Public Services","Insurance"
"NURSES","Health",,
"IMPLIED CONSENT OR ALCOHOL CONCENTRATION","Legal Issues",,
"FUEL","Energy",,
"VETERAN","Military",,
"STREET","Transportation",,
"SALES TAX - EXEMPTION","Budget, Spending, and Taxes",,
"PUBLIC BUILDING","Public Services",,
"POOR","Welfare and Poverty",,
"MUNICIPALITY - PLANNING","Municipal and County Issues",,
"MOTOR VEHICLE","Transportation",,
"DISTRICT ATTORNEY","Judiciary",,
"WATER - POLLUTION","Environmental",,
"TRANSPORTATION, DEPARTMENT OF - ADMINISTRATION","Transportation",,
"SALES TAX","Budget, Spending, and Taxes","Commerce",
"PURCHASING, GOVERNMENT","Budget, Spending, and Taxes",,
"NATIONAL GUARD","Military",,
"METROPOLITAN TRANSPORTATION","Transportation",,
"LAKES","Environmental",,
"BUDGET BILLS AND PROCESS","Budget, Spending, and Taxes",,
"UNITED STATES - ARMY","Military",,
"TEACHER","Education",,
"ROAD - MARKING","Transportation",,
"RECREATION VEHICLE","Recreation",,
"PUBLIC WORKS","Public Services",,
"PROPERTY TAX - EXEMPTION","Budget, Spending, and Taxes",,
"MOTOR VEHICLE - EQUIPMENT","Transportation",,
"MERCANTILE ESTABLISHMENT","Business and Consumers",,
"IDENTIFICATION CARDS","Civil Liberties and Civil Rights",,
"SCHOOL - EMPLOYEE","Education","Labor and Employment",
"LEGISLATURE - RETIREMENT SYSTEMS, JOINT SURVEY COMMITTEE ON","Legislative Affairs","Senior Issues","Labor and Employment"
"JUVENILE DETENTION FACILITY","Family and Children Issues","Crime",
"GOVERNOR - APPOINTMENTS","Executive Branch",,
"COUNTY","Municipal and County Issues",,
"CONTRACTOR","Business and Consumers",,
"TECHNICAL COLLEGE SYSTEM BOARD","Education",,
"SOLID WASTE MANAGEMENT","Public Services",,
"REGIONAL PLANNING","Other",,
"MILITARY PERSONNEL","Military",,
"INTERSTATE RELATIONS","Federal, State, and Local Relations",,
"GAME - HUNTING LICENSE","Recreation","Animal Rights and Wildlife Issues",
"FRAUD","Crime",,
"FINANCIAL INSTITUTIONS, DEPARTMENT OF","State Agencies","Commerce",
"FARM AND FARMING","Agriculture and Food",,
"DANE COUNTY","Municipal and County Issues",,
"CRIMINAL IDENTIFICATION AND INVESTIGATION","Crime",,
"VILLAGE","Municipal and County Issues",,
"UNIVERSITY OF WISCONSIN - TUITION","Education",,
"SNOWMOBILE","Transportation",,
"REORGANIZATION OF STATE GOVERNMENT","Government Reform",,
"RAILROAD - PASSENGER SERVICE","Transportation",,
"NATURAL RESOURCES, DEPARTMENT OF - RECREATION AND BOATING","Environmental","Recreation",
"MENTAL HEALTH","Health",,
"LIVESTOCK AND MEAT","Agriculture and Food",,
"INSURANCE - MOTOR VEHICLE","Insurance","Transportation",
"COUNTY - ORDINANCE","Municipal and County Issues",,
"BOAT","Transportation",,
"ALCOHOL AND OTHER DRUG ABUSE","Drugs","Health",
"UNIVERSITY OF WISCONSIN - MADISON","Education",,
"SUPREME COURT","Judiciary",,
"PUBLIC EMPLOYEE - LABOR UNION","Public Services","Labor and Employment",
"LEGISLATURE","Legislative Affairs",,
"JUVENILE DELINQUENCY","Crime","Family and Children Issues",
"JUSTICE ASSISTANCE, OFFICE OF","Judiciary",,
"INTERNATIONAL RELATIONS","Federal, State, and Local Relations",,
"INSURANCE - MISCELLANEOUS","Insurance",,
"GAME - HUNTING","Recreation","Animal Rights and Wildlife Issues",
"FISH AND FISHING","Agriculture and Food",,
"FINES","Legal Issues",,
"DEATH","Other",,
"COMMUNITY-BASED RESIDENTIAL FACILITY","Housing and Property",,
"UNEMPLOYMENT INSURANCE","Indigenous Peoples","Labor and Employment",
"SHERIFF","Public Services",,
"SCHOOL - BUILDING","Education",,
"SCHOOL - ATTENDANCE","Education",,
"RETIREMENT SYSTEM, WISCONSIN","Labor and Employment","Senior Issues",
"RECYCLING","Environmental",,
"REAL PROPERTY","Housing and Property",,
"PUBLIC UTILITY","Public Services",,
"MEDICAL PRACTICE, GROUP","Health",,
"MARRIAGE","Family and Children Issues",,
"MADISON, CITY OF","Municipal and County Issues",,
"JAIL","Crime",,
"INCOME TAX - RETURN","Budget, Spending, and Taxes",,
"ELECTIONS - BALLOTS","Campaign Finance and Election Issues",,
"CONSUMER PROTECTION","Business and Consumers",,
"WATER SUPPLY","Environmental","Public Services",
"TRANSPORTATION, DEPARTMENT OF - RAIL SERVICE","Transportation","State Agencies",
"TOBACCO","Health",,
"STATE COURTS, DIRECTOR OF","Judiciary",,
"RELIGIOUS SOCIETIES","Social Issues",,
"RACINE COUNTY","Municipal and County Issues",,
"PETROLEUM","Energy",,
"NUTRITION","Health",,
"NATURAL RESOURCES, DEPARTMENT OF - ADMINISTRATION","Environmental","Energy",
"NATURAL DISASTER","Environmental",,
"MOTOR VEHICLE - DEALERS AND FINANCE COMPANIES","Transportation",,
"MOTOR VEHICLE - ACCIDENT","Transportation",,
"HOUSING AND ECONOMIC DEVELOPMENT AUTHORITY, WISCONSIN","Housing and Property",,
"GUARDIAN AND WARD","Family and Children Issues",,
"FEDERAL-STATE RELATIONS","Federal, State, and Local Relations",,
"BUS AND TRUCK - TAXATION OR REGISTRATION","Transportation",,
"BUS AND TRUCK","Transportation",,
"VOTING","Campaign Finance and Election Issues",,
"ROAD - FINANCE","Transportation",,
"PROPERTY TAX - ASSESSMENT","Housing and Property",,
"INSURANCE","Insurance",,
"FISH AND FISHING - LICENSE","Recreation","Animal Rights and Wildlife Issues",
"FAMILY - SUPPORT","Family and Children Issues",,
"EVIDENCE","Legal Issues",,
"ELECTIONS - REGISTRATION","Campaign Finance and Election Issues",,
"COURT - FEE","Judiciary",,
"CHILDREN - ADOPTION","Family and Children Issues",,
"BRIDGE","Transportation",,
"ATTORNEY GENERAL","Judiciary",,
"ATHLETICS","Recreation",,
"SCHOOL - HEALTH PROGRAM","Health","Education",
"SCHOOL - CONVEYANCE OF PUPIL","Education",,
"PERSONAL PROPERTY","Housing and Property",,
"NEWSPAPER AND MAGAZINE","Technology and Communication",,
"MOTOR VEHICLE - PARKING","Transportation",,
"LIEN","Housing and Property",,
"KENOSHA COUNTY","Municipal and County Issues",,
"HISTORICAL SOCIETY","Other",,
"HIGHER EDUCATIONAL AIDS BOARD","Education","Health",
"FOOD","Agriculture and Food",,
"DENTISTRY","Health",,
"DATA PROCESSING - CRIMINAL ACTS AND LAW ENFORCEMENT","Crime",,
"COURT - APPELLATE","Judiciary",,
"AMUSEMENT","Recreation",,
"AGRICULTURE","Agriculture and Food",,
"UNITED STATES - CONGRESS","Federal, State, and Local Relations","Legislative Affairs",
"UNEMPLOYMENT - RELIEF MEASURES","Labor and Employment","Welfare and Poverty",
"STUDIES","Other",,
"STATE PARK","Public Services",,
"SHARED REVENUE","Commerce",,
"SCHOOL - CONSOLIDATION OR REORGANIZATION","Education",,
"ROCK COUNTY","Municipal and County Issues",,
"ROAD - EXPRESSWAY","Transportation",,
"RESTAURANT","Agriculture and Food",,
"REGISTER OF DEEDS","Legal Issues",,
"PUBLIC OFFICERS","Public Services",,
"NATURAL RESOURCE","Environmental",,
"MUNICIPALITY - TAXATION","Municipal and County Issues","Budget, Spending, and Taxes",
"MINORITY GROUPS","Civil Liberties and Civil Rights",,
"INDIAN GAMING AND COMPACTS","Indigenous Peoples","Gambling and Gaming",
"HOTEL AND MOTEL","Business and Consumers",,
"FINANCIAL INSTITUTION","Commerce",,
"ELECTIONS","Campaign Finance and Election Issues",,
"CRIME VICTIM","Crime",,
"CRIME AND CRIMINALS - BATTERY","Crime",,
"BICYCLE","Transportation",,
"ANIMAL","Animal Rights and Wildlife Issues",,
"ADMINISTRATION, DEPARTMENT OF - BOARDS AND OTHER SUBDIVISIONS","State Agencies",,
"UNITED STATES - HEALTH AND HUMAN SERVICES, DEPARTMENT OF","Federal, State, and Local Relations","Health",
"RETIREMENT - PRIVATE PLANS","Labor and Employment","Senior Issues",
"REFERENDUM","Campaign Finance and Election Issues",,
"RAILROAD - CROSSING","Transportation",,
"RACINE, CITY OF","Municipal and County Issues",,
"PUBLIC HEALTH","Health",,
"NATURAL RESOURCES BOARD","Environmental",,
"MILITARY AFFAIRS, DEPARTMENT OF","Military",,
"MEDICAL MALPRACTICE","Health",,
"MAPS","Health","Legal Issues",
"LOBBYING","Legislative Affairs",,
"LITERACY","Education",,
"JUDGE","Judiciary",,
"INTERSTATE COMPACT","Federal, State, and Local Relations",,
"GENETICS AND GENETIC TESTING","Science and Medical Research",,
"GASOLINE","Energy","Transportation",
"EMPLOYEE TRUST FUNDS, DEPARTMENT OF","State Agencies","Labor and Employment",
"ELECTRICITY","Public Services",,
"DRIVERS' EDUCATION","Education","Transportation",
"BILLS, LEGISLATIVE","Legislative Affairs",,
"ACQUIRED IMMUNODEFICIENCY SYNDROME","Health",,
"WORKER'S COMPENSATION","Labor and Employment",,
"VETERAN - ORGANIZATION","Military",,
"VETERAN - EDUCATION","Military","Education",
"UNIVERSITY OF WISCONSIN - FINANCE","Education",,
"SMALL LOAN","Commerce",,
"RURAL PLANNING","Other",,
"PUBLIC LIABILITY","Legal Issues",,
"PUBLIC LAND","Public Services",,
"PHARMACY","Health",,
"LEASE","Business and Consumers",,
"LABOR UNION","Labor and Employment",,
"JUVENILE COURT - JURISDICTION","Family and Children Issues","Judiciary",
"HEALTH SERVICES, DEPARTMENT OF - ADMINISTRATION","Health","State Agencies",
"HEALTH INSURANCE RISK-SHARING PLAN","Health",,
"FORESTRY - TAXATION","Environmental","Budget, Spending, and Taxes",
"FARMLAND PRESERVATION","Agriculture and Food",,
"FARM PRODUCE","Agriculture and Food",,
"CREDIT","Commerce",,
"CLAIMS","Legal Issues",,
"CHARITABLE CORPORATION","Other",,
"AVIATION","Transportation",,
"VITAL STATISTICS","Other",,
"VILLAGE - ORDINANCE","Other",,
"UNIVERSITY OF WISCONSIN - UNIVERSITY EXTENSION","Education",,
"UNIFORM LEGISLATION","Legislative Affairs",,
"TOWN","Municipal and County Issues",,
"PUBLIC DEFENDER","Judiciary",,
"POLITICAL PARTIES","Campaign Finance and Election Issues",,
"MUNICIPALITY - COUNCIL","Municipal and County Issues",,
"MOTORCYCLE","Transportation",,
"MOTOR VEHICLE - REGULATION - SPEED","Transportation",,
"MEDICAL EXAMINING BOARD","Health","State Agencies",
"LEGISLATURE - RULES - ASSEMBLY","Legislative Affairs",,
"LEGISLATIVE REFERENCE BUREAU","Legislative Affairs",,
"LEGISLATIVE AUDIT BUREAU","Legislative Affairs",,
"LAND USE PLANNING AND CONTROL","Environmental",,
"LABOR","Labor and Employment",,
"JOINT LEGISLATIVE COUNCIL","Legislative Affairs",,
"HOURS OF LABOR","Labor and Employment",,
"HEALTH SERVICES, DEPARTMENT OF - CORRECTIONS","Health",,
"GAMBLING","Gambling and Gaming",,
"FARM AND FARMING - MACHINERY","Agriculture and Food",,
"EMPLOYMENT RELATIONS COMMISSION","Labor and Employment",,
"DIVORCE","Family and Children Issues",,
"COURT - MUNICIPAL","Judiciary","Municipal and County Issues",
"COMMERCIAL CODE","Commerce",,
"CHILD LABOR","Family and Children Issues","Labor and Employment",
"BANKING, DIVISION OF","Commerce",,
"ANIMAL - TREATMENT","Animal Rights and Wildlife Issues",,
"ALIEN","Legal Issues",,
"WOOD COUNTY","Municipal and County Issues",,
"WEEDS","Other",,
"WATERWORKS","Public Services",,
"VETERINARY MEDICINE","Animal Rights and Wildlife Issues",,
"VETERAN - HOSPITALS AND HOME","Military",,
"UNIVERSITY OF WISCONSIN - ATHLETICS","Education",,
"TRUST FUND","Commerce",,
"TOWN - LAWS","Municipal and County Issues",,
"STATE OFFICE BUILDING","Public Services",,
"RETIREMENT - PUBLIC","Labor and Employment","Senior Issues",
"RADIO","Technology and Communication",,
"PUBLIC EMPLOYEE - HOURS OF LABOR","Labor and Employment","Public Services",
"POWER OF ATTORNEY","Legal Issues",,
"PLATS","Housing and Property",,
"OMBUDSMAN","Other",,
"MUNICIPALITY - ELECTIONS","Municipal and County Issues","Campaign Finance and Election Issues",
"MINORITY ENTERPRISE","Commerce",,
"LOAN","Commerce",,
"LAND","Housing and Property",,
"LABOR AND INDUSTRY REVIEW COMMISSION","Labor and Employment",,
"JUDGMENT","Judiciary",,
"INTRASTATE RELATIONS","Federal, State, and Local Relations",,
"INTEREST","Commerce",,
"INSURANCE - AGENT","Insurance",,
"GASOLINE - TAXATION","Budget, Spending, and Taxes","Energy","Transportation"
"GAME","Gambling and Gaming",,
"ELECTIONS - OFFICIALS","Campaign Finance and Election Issues",,
"DOGS","Animal Rights and Wildlife Issues",,
"DISCRIMINATION","Civil Liberties and Civil Rights",,
"COUNTY - BOARD","Municipal and County Issues",,
"ATTORNEY - FEE","Legal Issues",,
"ATTORNEY","Judiciary",,
"WINNEBAGO COUNTY","Municipal and County Issues",,
"WEATHER","Environmental",,
"VETERAN - RELIEF","Military",,
"UNIVERSITY OF WISCONSIN - STEVENS POINT","Education",,
"UNIVERSITY OF WISCONSIN - EMPLOYEE","Education","Labor and Employment",
"TOURISM, DEPARTMENT OF","Commerce",,
"TEACHER - CERTIFICATE","Education",,
"SOCIAL SECURITY","Public Services","Senior Issues",
"SANITATION AND SEWERAGE MANAGEMENT","Public Services",,
"REAL ESTATE TRANSFER FEE","Housing and Property",,
"PIERCE COUNTY","Municipal and County Issues",,
"PEPIN COUNTY","Municipal and County Issues",,
"MOTOR VEHICLE - CERTIFICATE OF TITLE","Transportation",,
"MARQUETTE UNIVERSITY","Education",,
"LEGISLATURE - COMMITTEES","Legislative Affairs",,
"LEGISLATIVE FISCAL BUREAU","Legislative Affairs",,
"JURY","Judiciary",,
"INVESTMENT BOARD","Commerce",,
"INSURANCE - POLICY","Insurance",,
"INSURANCE - MUTUAL","Insurance",,
"GROUP INSURANCE BOARD","Insurance",,
"FERTILIZER","Agriculture and Food",,
"ENGINEER","Other",,
"EMINENT DOMAIN","Housing and Property",,
"DAMAGE (TO PROPERTY)","Housing and Property",,
"DAIRY PLANTS","Agriculture and Food",,
"COUNTY - OFFICERS","Municipal and County Issues",,
"CHILDREN - SPECIAL EDUCATION","Family and Children Issues","Education",
"BROWN COUNTY","Municipal and County Issues",,
"BONDS - MUNICIPAL","Municipal and County Issues",,
"APPRENTICESHIP","Business and Consumers",,
"ADVERTISEMENT","Commerce",,
"WAGE - PAYMENT","Labor and Employment",,
"WAGE - MINIMUM","Labor and Employment",,
